program_id,title,provider,target_audience,program_type,created_at,modified_at,start_date,end_date,related_major,price,image_url,eligible_region,venue_region,operate_cycle
2677,전문직-퍼스널컬러,교육사회적기업포인트(주),초 중 고,직업실무체험형,46:38.2,46:38.2,2025-05-01,2026-02-28,패션 디자이너,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=4EC0ECA1B12F4F8887B9E1CAD0049F8A.png,전국,체험처,월화수목금
2678,킹코딩,이레교육문화협동조합대구지점,초 중,캠프형,46:38.2,46:38.2,2025-02-03,2028-02-25,시스템 소프트웨어 개발자,12000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=9C407DCB01CD4D2EA7986E72D69554AA.jpg,전국,학교,월화수목금
2679,유트브 크리에이터(영상 애니메이터!),이레교육문화협동조합대구지점,초 중 고,캠프형,46:38.2,46:38.2,2025-03-03,2030-02-28,영상·녹화·편집 기사,12000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=B70EAB304F394E359DDB1222A8A53D7B.jpg,전국,체험처,월화수목금토일
2680,웹툰작가,이레교육문화협동조합대구지점,초 중 고,캠프형,46:38.2,46:38.2,2025-02-01,2034-12-29,만화가 및 만화영화 작가,9000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=32C498A2107D4A868690AACEDA02215B.jpg,전국,체험처,월화수목금
2681,나만의 캐릭터 앙금떡케이크 만들기,빛들케이크,초 중,직업실무체험형,46:38.2,46:38.2,2025-02-01,2035-12-31,기타 조리사,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=86F7C6EE75DA46C3B1BC379D174FB8D6.jpg,전국,학교,월화수목금
2682,양모펠트 공예,포근양모공방,중,직업실무체험형,46:38.2,46:38.2,2025-02-10,2025-12-31,제품 디자이너,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=23D09E8FF6D4448AB3CC8E368A93D195.png,전국,체험처,월화수목금
2683,배드민턴 선수 직업체험,제주스포츠,초,직업실무체험형,46:38.2,46:38.2,2025-03-01,2026-12-31,직업 운동선수,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250224&physical=654EE7CFC16045128EF1C743F7777F0B.jpg,전국,체험처,월화수목금토
2684,"쌀 사브레 쿠키&깜빠뉴 빵 만들기와 함께하는 푸드 스타일리스트 체험! (제과제빵, SNS 마케터, 푸드스타일리스트 체험)",친환경까치마을 부여토종씨앗도서관협동조합,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-24,2025-12-31,제과·제빵원 및 떡 제조원,30000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=C0BA8A4815C04C35855C41DEBA4BCB49.png,전국,체험처,월화수목금토
2685,메디컬(의료)_외과의(2~4차시),교육사회적기업포인트(주),초 중 고,직업실무체험형,46:38.2,46:38.2,2025-02-10,2026-02-28,전문 의사,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=9CC8CB3601624C5B9606854AAD098E1D.jpg,전국,체험처,월화수목금
2686,신나는 목공예가 체험,잼나는목공체험연구원,중,직업실무체험형,46:38.2,46:38.2,2025-02-10,2025-12-31,제품 디자이너,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=56683B4676F94F43992ED7B2C969CA5D.jpg,전국,체험처,월화수목금
2687,프리저브드 꽃다발 만들기,안정플로리스트종합예술학원,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-04,2025-12-31,농림어업직,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250219&physical=8DDD3083D4284035888D903720B9C6BE.jpg,전국,학교,월수
2688,"토탈공예-( 종이공예, 업사이클링/양말목 커피박/펩아트, 토탈공예/냅킨 모루인형 우드십자수,지끈공예)",한국종이문화원,초 중,현장직업체험형,46:38.2,46:38.2,2025-03-03,2026-02-28,실내장식 디자이너,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250209&physical=D58DEE66D2E84AABA9BD833659BE82D1.jpg,전국,학교,월화수목금토
2689,플라스틱 없이 만들어보는 지구를 위한 [ 캐릭터 비누 ],미요,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-07,2027-03-31,제품 디자이너,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250208&physical=5FFF3638216E4C399D90D350561A7BBE.jpg,전국,학교,월화수목금
2690,[현장체험 및 외부체험 가능) 라탄공예체험,에루화작업실,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-02-01,2025-12-31,제품 디자이너,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250208&physical=6D21D8D580B74B34ACC99FE94E684863.jpg,전국,체험처,월화수목금토
2691,오색 쌀 강정 만들기를 통한 한식 디저트 전문가 직업 체험,지원산야초꽃차문화원,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-03,2025-12-20,원예작물 재배원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250207&physical=4FF767E0B5D14448B1D787C62E996C37.jpg,전국,체험처,월화수목금
2692,꽃으로 꽃 소금 만들기를 통한 꽃차소믈리에 직업체험,지원산야초꽃차문화원,중,현장직업체험형,46:38.2,46:38.2,2025-04-01,2025-10-31,원예작물 재배원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250207&physical=DC31358D4A8E456AB509F8728930E2CD.jpg,전국,체험처,월화수목금
2693,컴퓨터는 색깔을 어떻게 구분할까?,한국교육협동조합,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-02-17,2025-12-31,기타 컴퓨터 전문가 및 소프트웨어 전문가,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250207&physical=E8C30E100F0D4D0FB1F4BC7FA6EA523B.png,전국,체험처,월화수
2694,향긋한 꽃 차 만들기를 통한 꽃차소믈리에 직업체험,지원산야초꽃차문화원,중,현장직업체험형,46:38.2,46:38.2,2025-04-01,2025-10-31,원예작물 재배원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250207&physical=25A399AE95244CD1AB43FAB6265015D8.jpg,전국,체험처,월화수목금
2695,2025 일터체험_뷰티의 모든것(네일 미용) 진로 체험,주식회사 안양에르모소뷰티직업전문학교,중 고,직업실무체험형,46:38.2,46:38.2,2025-03-04,2025-12-20,미용사,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20221014&physical=46C73B9F72EA4D9EA629290B63A477CB.png,전국,체험처,월화수목
2696,이끼 테라리움,놀터,중 고,현장직업체험형,46:38.2,46:38.2,2025-02-01,2028-12-31,화훼원예,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250207&physical=F8B09EEE32C14ABBB79FFA7BA2A256E0.jpg,전국,체험처,월수목금
2697,미래 사회 탐험가 : AI와 함께 내 일자리를 디자인하다.,비앤브이솔루션,중 고,캠프형,46:38.2,46:38.2,2025-03-03,2025-12-31,컴퓨터/인공지능,80000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=57B3512E6A684CDAAADA5BD582D28F1F.jpg,전국,학교,월화수목금
2698,모스테리어2,놀터,중 고,현장직업체험형,46:38.2,46:38.2,2025-02-01,2028-12-31,화훼원예,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250207&physical=0C675575D4D54582A4A41D6AD2B524FF.jpg,전국,체험처,월수목금
2699,셰프되어보기,프라임요리제과제빵커피학원,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-02-10,2035-12-31,주방장 및 요리 연구가,30000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250207&physical=E5C0E0B502F2435480D0D023A3F0EED0.jpg,전국,체험처,월화수목금토일
2700,25 청진기 현장직업체험 (랑주얼리),랑주얼리,중 고,현장직업체험형,46:38.2,46:38.2,2025-03-01,2025-11-30,패션 디자이너,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20231228&physical=377FF177FD9E4B5E92870545EED60FC6.jpg,전국,체험처,월화수목금
2701,바리스타되어보기,프라임요리제과제빵커피학원,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-02-10,2035-12-31,음료 조리사,30000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250207&physical=23FB57BD2F2E42469CC5B97E33EEF89E.jpg,전국,체험처,월화수목금토일
2702,차세대 기업가정신 캠프 : AI 스타트업 챌린지,비앤브이솔루션,중 고,캠프형,46:38.2,46:38.2,2025-03-03,2025-12-31,컴퓨터/인공지능,80000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=5DD6F39CE0A14A368813B9C01455D624.jpg,전국,학교,월화수목금
2703,AI윤리 & 사회변화 캠프 : 책임 있는 AI 활용법 배우기,비앤브이솔루션,중 고,캠프형,46:38.2,46:38.2,2025-03-03,2025-12-31,컴퓨터/인공지능,80000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=98F0FE3E41604BA89AF1FF737A164029.jpg,전국,학교,월화수목금
2704,학교로 찾아가는 참빛스마트팜 진로체험 (수중 테라리움 화분 만들기),(주)참빛 살라트앤올되다 스마트팜카페,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-02-01,2027-12-31,채소·특용작물 재배원,50000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=CDB91FBF69C34A61A88A57B90A856733.jpg,전국,체험처,월화수목금
2705,AI 크리에이터 : 콘텐츠 런칭 쇼,비앤브이솔루션,중 고,캠프형,46:38.2,46:38.2,2025-03-03,2025-12-31,컴퓨터/인공지능,80000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250210&physical=1A7B04BF2DD540ABB0B7DEAE2CA389DD.jpg,전국,학교,월화수목금
2706,3D 프린터로 구현하는 상상의 세계,미래기술아카데미,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-02-07,2035-02-28,기계공학 기술자 및 연구원,30000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=BD7EF550ABB047DA9DD74E0911B0F196.jpg,전국,학교,월화수목금토일
2707,토탈공예,이레네공방621,초 중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,공예,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=C48FD83D5FF2413B858CD4CC2AD9842B.jpg,전국,학교,월화수목금
2708,네일아트를 통한 미용분야 진로체험,두리미용직업전문학교,중,현장직업체험형,46:38.2,46:38.2,2025-04-07,2025-12-31,미용사,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=47E9595287414F46A8C173CF87639410.jpg,전국,체험처,화목
2709,2025 찌릿찌릿 전기연필,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,화학계량,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20160620&physical=7AB18EF216C24D238AAEC9561F8D783F.jpg,전국,체험처,월화수목금
2710,2025 자동으로 움직이는 기계이야기,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,메카트로닉스,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20200622&physical=B5A2D7FA64EF4B2A93A5EBBE4B3F11C7.JPG,전국,체험처,월화수목금
2711,2025 유레카 바람개비,충북대학교 자연과학대학 부설 과학기술진흥센터,중,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,의학물리,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20200701&physical=80EA0BD6E95B4FA6A14D5FFDA10ED471.JPG,전국,체험처,월화수목금
2712,모스테리어,놀터,중 고,현장직업체험형,46:38.2,46:38.2,2025-02-01,2028-12-31,화훼원예,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=C6DFF654033543EF8E3CE4621969B159.jpg,전국,체험처,월수목금
2713,빌려쓰는 지구월드 메타버스 환경 교육,LG생활건강,중,학과체험형,46:38.2,46:38.2,2025-04-02,2025-11-26,기타과학기술학,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250207&physical=F9EDD135D3FD47978CECCCA45A61561B.jpg,전국,학교,화수목금
2714,LX국토정보박물관 역사와 공간정보 체험 교육프로그램,한국국토정보공사(국토정보교육원),초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-04,2025-11-28,측량·지리정보 전문가,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20230329&physical=7E3B0077CCF74A3BA82218F03817EFD5.jpg,전국,체험처,월화수목금
2715,2025 오조봇의 꿀렁굴렁 뱃속 탐험,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,의학일반,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=78F2BAFDC2B0449F99FCBFD634A2B54B.png,전국,체험처,월화수목금
2716,2025 스마트 RC카 만들기,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,소프트웨어공학,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20190227&physical=741EEF7B1656430BB850BC1C9BABEAA6.png,전국,체험처,월화수목금
2717,다육아트 테라리움,놀터,초,현장직업체험형,46:38.2,46:38.2,2025-02-01,2028-12-31,화훼원예,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=5C2E4627AB11401383A597E5638B8910.jpg,전국,체험처,월수목금
2718,2025 새롭게 디자인 하는 나,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,가족상담,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=557C85CD497E41A582341B5B4655C9E6.png,전국,체험처,월화수목금
2719,2025 분자요리 만들기,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,화학계량,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=262A935E6EE94B4D8E2A464D3FA75049.png,전국,체험처,월화수목금
2720,"2025 별을 쫓는 사람, 천문학자",충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,위성관측,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20160620&physical=6F5CCF5A3D2C49BEB68DF3E9EBB7BB2A.jpg,전국,체험처,월화수목금
2721,2025 무한돌이 팽이,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,의학물리,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=2C07964C369548778B490E34FD8D2FBF.png,전국,체험처,월화수목금
2722,2025 라바램프 만들기,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,화학계량,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=2C5E9F90098444DA85A8FBB1D536CABD.png,전국,체험처,월화수목금
2723,2025 떠나요 지질여행~,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,지구구조역학,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20160620&physical=BE1F138F50C14E029AD7A9FCE605503E.jpg,전국,체험처,월화수목금
2724,2025 전기가 섬유속으로,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,의학물리,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20200225&physical=73085C84281E4425AC08D6A291271C07.png,전국,체험처,월화수목금
2725,2025 나는야 의약박사,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,임상약학,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=460261FD9A454BB3A3C16ECE32BA72DE.png,전국,체험처,월화수목금
2726,2025 나는야 과학수사대(자외선 감별기),충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,의학물리,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20160620&physical=FE6D1B7724184528927D41985D1D11C2.jpg,전국,체험처,월화수목금
2727,2025 나는야 과학수사대(적외선 경보기),충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,의학물리,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20160620&physical=D14228C01E274853AE1A746B4A35F337.jpg,전국,체험처,월화수목금
2728,2025 과학문화유산 측우기,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,한국고대사,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=9EAAB2D3400F4A0B8EFD20A9F1E9D20A.png,전국,체험처,월화수목금
2729,2025 고흐의 별을 관측하다,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,미술사,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=413F33AFC4F0487E944AEE98A52B6E32.png,전국,체험처,월화수목금
2730,2025 MAgic Triangle,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,전산수학,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=92944BB122C14241B938115C3ABDFF79.png,전국,체험처,월화수목금
2731,2025 에너지하베스팅,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,전기공학,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20190401&physical=7394C6C1A6B74F70BBBFD0897117F2BC.png,전국,체험처,월화수목금
2732,2025 미래식량으로 지구온난화 이해하기,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,분자분류계통생물,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=E79B9D9662054CA88AEFDAC5226CDDD5.png,전국,체험처,월화수목금
2733,2025 따뜻한 발명 적정기술 체험하기,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,원자력공학,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20180309&physical=0E0AAAA3306D43C8A43A93BD0D6D54D9.jpg,전국,체험처,월화수목금
2734,[신규]2025 나는야 수질 분석가,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,환경보건학,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=0050613B42494DC59901AB08B763C2B6.png,전국,체험처,월화수목금
2735,2025 기후변화를 조명하는 곤충표본만들기,충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,분자분류계통생물,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=8E3B247BD09849F2AF0B5CEAAF34B14D.png,전국,체험처,월화수목금
2736,2025 기후변화 대응방안(멸종위기의 생물들),충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,환경보건학,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20160620&physical=8BAD21030E2D40169511770904857C47.jpg,전국,체험처,월화수목금
2737,[신규]2025 수소에너지(이차전지),충북대학교 자연과학대학 부설 과학기술진흥센터,중 고,학과체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,환경공학일반,5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20231124&physical=C28D817635E04B8FB518748DF73CE72C.png,전국,체험처,월화수목금
2738,"고구마수확체험, 고구마양갱만들기",우천바리안마을,초 중,현장견학형,46:38.2,46:38.2,2025-09-20,2025-10-25,채소·특용작물 재배원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=1D04CE187ADB454F855094BA639047B4.jpg,전국,체험처,월화수목금토
2739,삼성이노베이션뮤지엄(S/I/M)_전자산업사투어,삼성이노베이션뮤지엄,중,현장견학형,46:38.2,46:38.2,2025-03-07,2026-02-27,전자/정보통신공학,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=C3B99884FA574151A9E54615A7A6CD2D.png,전국,체험처,월화수목금
2740,참빛스마트팜 진로체험 (수중 테라리움 화분 만들기),(주)참빛 살라트앤올되다 스마트팜카페,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-02-01,2027-12-31,채소·특용작물 재배원,50000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=CDB91FBF69C34A61A88A57B90A856733.jpg,전국,체험처,월화수목금토
2741,고구마수확 및 미니 고구마피자만들기,우천바리안마을,초 중,현장견학형,46:38.2,46:38.2,2025-09-20,2025-10-25,곡식작물 재배원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=8BCCE69E600845CBA538BF60FFC6C9D4.jpg,전국,체험처,월화수목금토
2742,[초] ECO 꿈 발전소_진로코칭 재능드림,케이워터운영관리 금강문화관,초,현장견학형,46:38.2,46:38.2,2025-02-06,2025-11-29,문화·예술 기획자 및 매니저,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250206&physical=AA8FFC7DD27841C5A80EA810A61F34FA.jpg,전국,체험처,월화수목금토
2743,부산지방기상청 진로체험,부산지방기상청,초 중 고,현장견학형,46:38.2,46:38.2,2025-02-10,2025-12-12,대기과학,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240304&physical=55EE5CC5DA154B22A3EFD5BBAC07D51F.JPG,전국,체험처,월
2744,목공 직업 체험- 목공예와 디자인,js목조형아카데미,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-04,2025-12-31,인쇄·목재·공예 및 기타 설치·정비·생산직,30000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240213&physical=AB4DBA9FA32F441DAF2C98445BA544C9.jpg,전국,체험처,수목금토
2745,목공 직업 체험- 목재와 악기,js목조형아카데미,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-04,2025-12-31,인쇄·목재·공예 및 기타 설치·정비·생산직,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240213&physical=AB4DBA9FA32F441DAF2C98445BA544C9.jpg,전국,체험처,수목금토
2746,목공 체험- 달려라 목각 인형!,js목조형아카데미,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-04,2025-12-31,인쇄·목재·공예 및 기타 설치·정비·생산직,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240213&physical=AB4DBA9FA32F441DAF2C98445BA544C9.jpg,전국,체험처,수목금토
2747,목공 직업 체험- 생활 속 목공예,js목조형아카데미,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-04,2025-12-31,인쇄·목재·공예 및 기타 설치·정비·생산직,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240213&physical=AB4DBA9FA32F441DAF2C98445BA544C9.jpg,전국,체험처,수목금토
2748,[학교방문형] 소잉 디자이너 직업체험 - 업사이클 환경제품 디자이너_재봉틀(미싱) 체험 포함,모아협동조합,중 고,현장직업체험형,46:38.2,46:38.2,2025-02-01,2030-12-31,제품 디자이너,35000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250205&physical=BD83EFEB567C4692807EED8E07528A85.JPEG,전국,학교,월수목금
2749,[화이통협동조합] 압화&디퓨저 만들기,영월군농업기술센터,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-04-07,2025-11-30,작물재배 종사자,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20230127&physical=DC991BAB21B5475C9E50DB3AFD355AB3.jpg,전국,체험처,월화수목금
2750,[화이통협동조합] 찻자리 꾸미기,영월군농업기술센터,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-04-07,2025-11-30,작물재배 종사자,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240312&physical=6667378E838045348DF68E8E572EF232.jpg,전국,체험처,월화수목금
2751,[우드앤글라스] 유리야 놀자(유리공예),영월군농업기술센터,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-04-07,2025-11-30,공예원 및 귀금속 세공원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20230117&physical=5A19EDF1560D48A4850B9C82026E18E0.jpg,전국,체험처,월화수목금
2752,텃밭에서 놀자 채식요리,들꽃풀꽃,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-04-01,2025-11-28,주방장 및 요리 연구가,8000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250205&physical=69A57891BE6B4373827C6D7CF62186D9.jpg,전국,체험처,월화수목금
2753,허브 식물을 이용하여 원예 체험,들꽃풀꽃,중 고,현장직업체험형,46:38.2,46:38.2,2025-03-03,2025-11-28,예능 강사,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250205&physical=B78036C1646B44649DF554A450A375EF.jpg,전국,체험처,월화수목금
2754,플로리스트의 꿈(코사지 만들기),화이통협동조합,초 중,현장직업체험형,46:38.2,46:38.2,2025-02-01,2035-02-28,실내장식 디자이너,35000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250205&physical=EBBFF9E706DB4815B2C3D84A4719CDEE.jpg,전국,체험처,화수목금
2755,진로직업) 배우 프로그램,미리내 마술극단,초 중 고,학과체험형,46:38.2,46:38.2,2025-02-05,2025-12-31,연극연출/연기,16500,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250205&physical=7984785F66ED47138778FE6C97CA5198.jpg,전국,체험처,월화수목금
2756,진로직업) 마술사 직업소개 공연관람/체험 프로그램,미리내 마술극단,초 중 고,학과체험형,46:38.2,46:38.2,2025-03-12,2025-12-31,예술일반,16500,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250205&physical=DD88D506D23A44CCB8FE24CB930DF265.jpg,전국,체험처,월화수목금
2757,신나고 즐거운 공연만들기!,극단둥지,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-02-05,2025-12-31,기타 연극·영화·방송 종사원,35000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250306&physical=DA16E2E4067944CD92D4B9DD54221BE8.png,전국,체험처,월화수목금토
2758,걸어서 저녁노을미술관 속으로,저녁노을미술관,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-04,2026-11-27,학예사 및 문화재 보존원,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240305&physical=18B7EA2CF7E3475EA587522095C1D8E8.JPG,전국,체험처,화목금
2759,유치원/저학년 진로직업) 마술사 프로그램,미리내 마술극단,초,학과체험형,46:38.2,46:38.2,2025-02-05,2025-12-31,예술일반,16500,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250205&physical=1C8903DAC1014949A37157946B7D8459.jpg,전국,체험처,월화수목금
2760,내 손으로 만드는 도자기_핸드빌딩/색소지/석고틀 기법(물레체험 추가가능),(주)오로시프로젝트(오로시예술공방),초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-01,2030-12-31,제품 디자이너,45000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250205&physical=DE5FFD4FD65644FA8E7B7D0700C0AC41.jpg,전국,체험처,화수목금토
2761,낚시체험,대원낚시체험,초,현장직업체험형,46:38.2,46:38.2,2025-03-01,2034-03-31,농림어업직,30000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250205&physical=866159BD42A54629AF921A694EE0AE6D.jpeg,전국,체험처,월화수목금토
